,DESCRIPTION,CITY
5715,"one day when we were walking in river bank. one dirty looking man followed us, showed us his private parts.",Kathmandu
5716,i was teased and commented by girls on my way to home,no_city
5717,me and my friend went to visit pashupatinath temple a peer group came close to us and whistled and commented us,Kathmandu
5718,it was on our holiday so me and my friend went to visit pashupatinath temple some strangers flirt anh tried to catch my hand it was too frightening,Kathmandu
5719,One teenage boy was openly inviting a girl to have sex with him.,Kathmandu
5720,I was going to school.A guy showed me his sexual organ.,Kathmandu
5721,"One of my mom's colleague asked me if I want to learn yoga. I showed my interest and wanted to learn it. I went to learn it. in name of teaching it, he touched me here and there.",Kathmandu
5722,I am 14 year old boy and while returning from school to home some girls tried to touch my private things,no_city
5723,"I am a 15 years old boy. a year ago i was stalked by the group of people who robbed my cell phone, money etc",no_city
5724,I was traveling with my sister. We were in a bus. We sisters sat in different seats. I sat with a boy. he teased me as if he is talking to himself but was indirectly telling.,Kathmandu
5725,when i was going to my home one guy commented on me on my dress n i felt bad,Kathmandu
5726,when my friend was returning from school she was passed comments by some groups of local boys.,Kathmandu
5727,a guy who was drunk raped his girl fren at his place as they were on living relationship and literally throw her naked from the window and the gurl found dead next morning. when police filed complaint against him he said that gurl was having affair with other guys as well.,Kathmandu
5728,roads and inner road (subways) of dhobichaur are unsafe in the evening. while walking during evening time one guy invited me to have sex with him.,Kathmandu
5729,I fell safe that I have note faces such thing up to date but today onwards I am aware about many things,no_city
5730,a group of boys were commenting and following us on the subway,no_city
5731,some school boys followed me while returning home from school,no_city
5732,me and my friends were walking from school to home some people were commenting us with bad words as we react they started fighting with us,no_city
5733,"i am a male. i study in grade 9.i got comment ,whistling, stalking.",no_city
5734,i was stalked by a boy in the subway,no_city
5735,When my friend was going to her friend's house. She was followed by a stranger.,Kathmandu
5736,we the group of us three were returning by visiting a famous monastery white gumba on the public vehicle two boys followed us from that place to gongabu,no_city
5737,i felt very uncomfortable as some boys on my my way to school usually comment  and whistle me,no_city
5738,i live far from my school.while coming to school some boys teased me which made me uncomfortable and depressed,no_city
5739,i was commented on my way,no_city
5740,When i was walking on the road some boys stare at me and commented at me.,no_city
5741,i was teased by a boy with rough words on my way to shopping store,no_city
5742,one boy next to my home always stares me,Kathmandu
5743,I saw a girl being commented by a boy. He didn't just comment but teased her and called her by her name too.,Kathmandu
5744,while passing through boudha street one unknown man passed by me touching my sister's private part.,no_city
5745,"two years ago, when i was returning home town from village a boy followed me up to my house he was forcing me to give  my number to him. for more than a week he keep on following me to my house.",Kathmandu
5746,While going to my uncle's house the two boys commented me on my dressup.,no_city
5747,"About six months earlier, me and my sister went at main street to get some materials. On the way back to home, some boys whistled and teased us. we scolded them.",Kathmandu
5748,"when we were in college, boy of next faculty used to follow my friend unnecessarily &amp; give nonesense comment and make her mentally disturbed so she shared this incident with me and we complained this matter to our coordinator mam. after that we had not seen that person",Kathmandu
5749,"when I was in class ten one of my friends got sexually harassed. Although she wasn't studying in the same school with me but shared her incident with me.
when she went into toilet, one of the boy who was following her to toilet but she was unaware of it, entered into toilet with her. he tried to molest her in toilet but she managed to run out of toilet.later she told this to others and they managed to punish the boy. he was taken action by school administration.",Kathmandu
5750,A boy was staring at my friend.,no_city
5751,the incident took place around 4 yeas back when i was way to attend my class. i was with my friend . then aboy came toward me .i even didnot look at his face and he suddenly huge me.i ccouldot even resist him .i was helpless at that moment . i was silent and crying  but my friend scold him.i didn't report this to anyone even to my parents,no_city
5752,"one evening, I was followed by a guy. he was whistling and trying to grab my attention all the way.",no_city
5753,"At evening while returning from my college to home, I was followed by a guy. I had been noticing him since few days back.",no_city
5754,"some group of guy whistle, ogling , commenting and taking my photograph without muy concent",no_city
5755,one day i was with my four other friends for shopping.three strangers whistled and commented us. We ignored first but when they didn't stop we scolded them.,Kathmandu
5756,"once I was travelling in a public vehicle, an old man touched me at my private part. I felt uncomfortable and moved to another place.",Kathmandu
5757,"we four friends were visiting a place. while going on public bus, a middle aged man pushed us from backward. we told him to stand properly.",Banepa
5758,"some boys on the way to my home make wired facial expression, whistling and stared at me",no_city
5759,one of my sister was teased by a group of boys,Kathmandu
5760,when I was travelling in the bus when a boy whistled and  commented on me.,Kathmandu
5761,"When I was walking at road, some boys whistled me. I scolded them.",Kathmandu
5762,one of my neighbours invited me to have prasad. he asked me to stay. After sometimes he tried to grab me and I escaped.,Kathmandu
5763,when i was returning home after school a man in bike snatch my bag from backward,no_city
5764,I was in public vehicle where a guy who was standing behind me scrolled his hand over my body.,no_city
5765,I was in a bus where an unknown person started staring me and rolled his hands over mine hand.,Kathmandu
5766,one of friend was returning from her office. it was getting dark. some boys came on bike and started to touch and tease her. she got fainted and they were about to take her with them. other people rescued her.,no_city
5767,I was walking on the  road when some boys commented on me and tried to take my picture.,no_city
5768,"I have felt unnecessary touching around private organs several time in public vehicle of this area. So, I feel uneasy in public vehicle.",no_city
5769,i was travelling in a bus.a group of boys came near to me and tried to touch my private parts.i suddenly told about their intention to other people travelling in the same bus then they help me out,no_city
5770,it was the time of my friends marriage unknown people started tsaking my pictures i felt too bad i told them not to click instead they were doing the same.,no_city
5771,boys catcalling my name at the beach and making my fun.,Mumbai
5772,boys on d road side saying chalti h ky . i had nothing to do feeling so in secure i took a auto n moved.,Jaipur
5773,grop of boys commenting on me.,Mumbai
5774,groupof boys commenting together making me feel insecure,Mumbai
5775,groupof boys commenting together making me feel insecure,Mumbai
5776,group of boys together commenting on me making me feel insecure.,Mumbai
5777,boys commenting behind me a group of boys together comment on me,Mumbai
5778,while coming back from office boys whistling around me making me feel unsecure n even following me.,Ajmer
5779,"unnecessary comment were given,bikers guys comment us while crossing or walking on road. the college boys take phone number from reception and give us bluff call and bother us by calling at night time.",Kathmandu
5780,"while crossing road, boys on motorbike shows ugly facial expression. at times they give flying kiss at times they wink. its really disturbing.",Kathmandu
5781,throwing water ballons and dirty water to girls during holi targeting our private parts.,Kathmandu
5782,once there was a boy and girl in a silent road and boy was commenting on girl and he was enjoying the silent road whereas girl was very scared and was walking fast.,Kathmandu
5783,"me, my father and my brother were in gopi krishna movie hall. ticket counter was bit crowdy so one guy touched the girl and the girl immediately replied her by shouting at her and later that guy felt shame and he backoff.",Kathmandu
5784,i was walking on my way to mamaghar and few guys at round about they start teasing me and followed me.,Kathmandu
5785,i was walking to my home after school and while i was walking one boy just came infront of me and told me that he loves me. i didnt knew that guy so i ignored him but he was continuously following me and no body helped me,Kathmandu
5786,"while i was going to home from bus stop, one person followed me and my sister. we were scared. then we walk start slowly but that guy also lower his pace and he was following slowly. he followed us till our home and we got scared",Kathmandu
5787,"when i used to go out the boys near by my house use to tease me by joining my name with other boy. they use to stare, comment n whistle.",no_city
5788,"in evening, i was travelling with public vehicle it was over crowded. at the time one person from back put his hand at my back but i couldnt see who he was as vehicle are really very full.",Kathmandu
5789,when i was walking through the street a girl clapped her hand to get my attention and blinked her one eye,Kathmandu
5790,"in the morning, when i was coming in the bus one uncle put his hand on the lap of one lady. that lady turned red becoz of shame but couldn't take any action.",Kathmandu
5791,once i was travelling in the public vehicle there were 3 girls seating on the back row of the bus. one guy came and sat in between the gurls though there were enough empty seats and he started singing hindi songs in loud voice and touched one of the girl. he was harassing them.,Kathmandu
5792,this incident happened in a public vehicle. the country was suffering from fuel crisis. the public vehicles were packed my sister was travelling in a micro bus where there was no space to put in the legs she suddenly saw and old aged man (abt 55-60 yrs) touching the hip of a teenaged girl. my sister didn't say anything to the man. the old man chronically touched the hip. the harrased girl noticed the man and returned back she said nothing.,Kathmandu
5793,chain snatched by a thief,Pokhara
5794,a girl was being teased by the gang of boys in the public vehicle. the people in the bus try to save the girl but those guys threatened other people by saying if they interfere or complain to anyone they will kill everyone so nobody took action.,no_city
5795,one young man followed and i was coming from dhungedhara with bottles in my bags and he catch my hand and pool toward him.i coundnt do anything as i was not big enough to fight nor ppl around helped me. i have to finally shout and he left me.,Kathmandu
5796,"one night, when i was sleeping i got a phone call. it was around 12:30 pm. i got frightened but i received the call thinking it might  be some sort of emergency or urgent calls but after receiving the call i came to know that its a bluff call as one man was talking and he wants to know more about me. i hung up the phe but he was continuously calling me n he disturbed my whole night",no_city
5797,Traveling during night with my sister one stranger came and sit by our side. we both were not big enough to care ourselves. as we were asleep that guy start touching my sister. i woke up and saw him harassing my sister so i immediately told the conductor of the bus and he took the action by dropping him out from the bus.,no_city
5798,when i was going to buy cd some people were asking about my home and trying to make me afraid. when i walked from cd shop those guy start following me and i have to hide from them so i took some narrow path and escape from them.,Kathmandu
5799,within family one brother raped her sister. its was not blood relation but the boy took the advantage of her sister n raped her.,Kathmandu
5800,ONE Gurl near to my maternal uncle house was been harassed by few boys. They were grp. the girl remain quite and didn't took any action as a result she was gang raped by 3 boys and died on the hospital. it was very sad news to whole society and shameless act.,Kathmandu
5801,I heard the news of girl been raped. i knew that girl and was known that she was been harassed but she went quite and didn't shared to anyone and finally the day came when she got raped on her own room by her own uncle. it was very depressing news.,Kathmandu
5802,My sister was followed and teased by few guys while returning home after attending fren b'day.,no_city
5803,One day my sister was going to the cinema hall and two boys came and sat near to my sister and they start teasing and touching her.,Kathmandu
5804,Two men were following my aunt on a Sunday morning. They tried calling out to her and asked her to come to a nearby parked auto as someone she knew was waiting for her,Mumbai
5805,"One day we four frens were walking in the kanti road,lazimpat. we saw a basketball match for few minutes and walked nearby garden at kanti hospital. In garden, some stranger boys were playing football and invited us to join them but we denied. Then we walked away from them but they followed us and later on they started asking money with us. We ignored them but the situation became worst as they start touching us so it end up with big fight.",Kathmandu
5806,i was travelling towards koteshwar nagar. two boys approached me and said it was dangerous to wear gold and walk alone. so it was best to remove all and keep in the bag. I did so but then I realized that I had been tricked.,Mumbai
5807,2 guys on a bike snatched my aunts chain while she was walking home from work,Indore
5808,"With my neighbor sister of age around 23 is sexually harassed by boy who work in doha, qatar by posting nacked and unwanted pronographic video on her fake fb id.",no_city
5809,a person who is very famous as a wellknown social worker in this community writes me message everyday in fb inbox and says he loves me and gives different kind of gestures,Kathmandu
5810,"This person always text me in my phone and writes what he is doing, where he has gone, how spent all his day, when even i have told him not to write n tries to lure me with different things, I have blocked him but he still send me message from different numbers",Kathmandu
5811,I was followed by some biker who was also passing comments.,Mumbai
5812,a boy an unknown boy touched me,Kathmandu
5813,My neighbour small girl child was raped by her own grandfather,no_city
5814,My neighbor wants to have sex with me when there is noone at home he comes and shows different gestures,no_city
5815,My teacher always harasses me,no_city
5816,Iam always haraased by my own father,Kathmandu
5817,My relative touches me everyday i feel so harassed,no_city
5818,I have been raped by two people,no_city
5819,I have been to photo studio to get a photo edited.the person there made me sit beside him intentionally to show the editing and tried touching my breast/ waist,Akola
5820,I was with one of my mail friend and some guy stared at me as if he wanted me to invite for intercourse/sex.,Mumbai
5821,I was in a bus and a man groped me.,Mumbai
5822,A guy tried to grope me in a crowded train.,Mumbai
5823,A men stalking &amp; abusing a girl,no_city
5824,"I was touched in private places in crowded area,it happened in jagannath puri inside the temple",no_city
5825,I was groped in a market.,Mumbai
5826,"I was outside a shop waiting for someone when a man came from behind and touched me, commented something and walked away.",Mumbai
5827,"I was in a crowded local train and a man kept touching me throughout the journey and when we got down on the last station, he whispered a comment in my ear and went away.",Mumbai
5828,I was with some of my friends in a car. Some guys came and knocked at the door.the blackmailed us and tried to harras us sexually and verbally .,Jaipur
5829,when i was at buspark one man was following me throught balaju. he was very rought. he alwas catches my hand when i told him not to touch me he said i want you. so however went to my parents and tell about this incident my parents react about this and he was punished.,Kathmandu
5830,Me and my friend were coming back from our coaching and there was a guy he hit hard on my friends back and ran away.,Jaipur
5831,vulgur message on my facebook,Kathmandu
5832,I was on scooter in red red light. Just then a micro  bus conductor touched my upper body part and passed. It was so spontaneous that I could not even react.,Kathmandu
5833,One of my friend purposed me but I rejected him. Then he blackmailed me and tortured me by sending letters written with blood.,Kathmandu
5834,I was asleep in my room one of my maternal cousin brother who was living in our home for one year  touched me inappropriately giving a sexual invite. I just pushed him and got down in living room. I couldn't talk about this with my family members.,no_city
5835,I live in rural place of Kathmandu(Naikap) where bathroom for bathing is not available. I used to bath in open space( mainly in front of tap). One day while bathing my cousin touched my boobs. I just couldn't do anything except crying. I couldn't even share this with my family member.,no_city
5836,"One of my friend was in last bus between two boys, they tried to touch her. Although she managed to exchange the seat.",no_city
5837,"Me and my friends were walking just then the group of guys started to walk behind us, the started saying &quot; can we join you&quot;. Then we walked faster again they commented &quot; Don't walk fast&quot; and started following us and commented &quot;will you be my girlfriend?&quot;. We refused and walked faster, they still followed us for few minutes and stopped following.",Kathmandu
5838,When I was going to home from college. A guy on the bike followed me.,Kathmandu
5839,When I was walking by the road I saw some guys making bad comments on a girl who was passing by them.,Kathmandu
5840,A 48 years old man attempted to rap a 2 years old child. He was caught and punished by law.,no_city
5841,In my village a 40 years man raped 14 years old girl.,no_city
5842,"I was in the bus, I was wearing shorts that day. A man put his hand on my thigh. Then I took off his hand from there after sometime he again did the same thing. He repeated it several times, so I changed my seat.",Kathmandu
5843,One of my girl friend was traveling alone in the bus where an old man made weird facial expression giving sexual invite as well as touched her. She was so uncomfortable and scared.,Kathmandu
5844,"It was around 4 am in the morning, I was going to my college. I was followed by some boys. They followed me at the same time twice before as well.",Kathmandu
5845,"When I was coming from my village, I was traveling in a crowded bus where a boy touched a girl inappropriately, he did this many times but the girl was ignoring. Later one aunt came between them",no_city
5846,I was traveling in a crowded bus where a middle aged man of 30-35 touched my private part. I was so scared that I couldn't speak a word.,Kathmandu
5847,"I was returning from Salon, there group of girls commented on me saying &quot; see the hero is coming&quot;",Kathmandu
5848,When my sister and I were traveling in Nepal Yatayat. An old man touched her upper body again and again but my sister ignored it.,Kathmandu
5849,It was crowded micro bus. Someone touched me inappropriately taking advantage of the bus.,Kathmandu
5850,"In my village, a man aged 25 raped a 15 years old girl.",no_city
5851,"This incident happened in front of my house. There were group of boys who tease the girl, cat called her as well as took her picture. The girl was not able to do anything.",Kathmandu
5852,My sister was touched by a man next her in the bus. It was done intentionally again and again then my sister cried in the bus.,Kathmandu
5853,When me and my friends were in market we saw a boy who was scolding his girlfriend in public place.,Kathmandu
5854,"I was traveling by a crowded bus. There I was standing, a group of boys entered the bus. One boy was standing behind me and he tried to touch my back again and again.",Kathmandu
5855,"I was traveling in the bus, there one man continuously stared me. His staring was very weird so I told my friend next to me and she scolded him.",Kathmandu
5856,Me and my friend were out. My friend was wearing short skirt. It was crowed place there one of the guy touched her thigh.,Kathmandu
5857,One of my colleague asked me to go with him out of Kathmandu valley. I rejected him and stopped talking to him.,Kathmandu
5858,"When I was returning home, a middle aged man touched my sensitive part while crossing the bridge in Jamal.",Kathmandu
5859,When me and my friend were talking she said that some one in the street pulled her skirt after that she ran towards her house quickly. She really cried while talking about this.,no_city
5860,"I was with my family in the monastery, I was called by a monk in his room to talk about an interaction class of Buddhist principles. He was respected and well known monk, I the room he tried touch my body in uncomfortable way but he pretended as if he was just caring me. Later, I told this to my parents but they said me to remain silent about it no one would believe it.",no_city
5861,"When me and my friend were going to college in early morning of winter, one guy tried to touch us. We were unable to see that man face properly as the bus didn't have proper lighting",no_city
5862,When I was passing through Ratnapark for my father's office. One guy was staring me and his facial expression was disgusting. I looked at him angrily and then he went away.,Kathmandu
5863,"It happened to someone I know, when she was coming to home from her office. The group of boys teased, followed and tried to touch her. She fought back to this incident.",Kathmandu
5864,"When I was returning from school, an old man followed me and tried to touch my body.",no_city
5865,"I was going to school, the road was quiet a man came near to me. I tried to ignore him but he came near me and tried touch my ear then I realized that was trying to snatch my golden earring. I shouted thief then he ran away from the site.",Kathmandu
5866,"I was in micro bus, it was pack I was standing so I gave my bag to an old man who was approximately(60-65). When I was watching my bag I saw that old man touching the girls sensitive part who was sitting next to him.",Kathmandu
5867,I am a guy. There was mentally retarded girl in my area who was manipulated by a man for marrying him. His parents were complaining about it later we found her in Gausala and rescued her.,Kathmandu
5868,I saw one of the girl waiting for someone and she was trying to call that person. Meantime there came three boys who teased her as well as tried to touch her.,Lalitpur
5869,"After finishing my college I was returning home. some hooligan guys commented, whistled me and stalked me to the home.",no_city
5870,I was going to the college in the morning. I have to pass through a alone area( kind of jungle area). I saw a man masturbating and when he saw me then he started to masturbate more actively.,Kathmandu
5871,Me and my friend were in Swayambhu near Anandakuti. It was near jungle where other people were also around. There came middle aged man who started masturbating. We didn't know what to do so we just left the place.,Kathmandu
5872,I was on the bus where a lady was standing. The lady bend over to pick something at that time one man took her picture pretending to take his own selfie.,Kathmandu
5873,When I was returning from the college I was touched by a middle aged man on my back. He was checking his pocket time and again. At first I thought it was accident but he did the same thing again. I stared at him and changed my seat with my friend.,Kathmandu
5874,One of my colleague used to pass comment on me as well as asked me to go in hotel  with him.,Kathmandu
5875,One of my college friend was waiting for bus. Just then there came old man invited her for sex. She ignored him and went to the place where there were many people.,Kathmandu
5876,There used to be a shop in front of my house where I used to play with shop owners son. The shopkeeper tried to touch my private parts intentionally. I felt so nervous and still today when I meet that person I am uncomfortable though his shop is being moved.,Kathmandu
5877,I was in bus when a man sitting next to me tried to touch my body. I was feeling nervous and uncomfortable.,Kathmandu
5878,My friend was traveling in tempo from Mitrapark. There one man also got into the bus. The man at first just looked at her when the driver was busy he showed her his penis. She got so scared that she drop off the tempo before the destination.,no_city
5879,When I was traveling in the bus. I saw a girl was being touched by an old man.,no_city
5880,A drunkard sat next to my friend and he tried to touch her pretending as if he was taking his purse out.,Kathmandu
5881,"I was with my friends in Narayanhiti museum, when my friends were in queue for ticket I was sitting nearby just then a policeman came and said me you cant sit here touching the body. Later he pretended as if he didn't do it intentionally.",Kathmandu
5882,"When I was going to the hospital one old man who looked like mentally unstable, touched my boobs.",Kathmandu
5883,"When I was in bus, one man teased me and whistled me.",Kathmandu
5884,Me and my friend were traveling in Nepal Yatayat bus there one man put his hand on my friend lap as it was normal.,Kathmandu
5885,"In afternoon time I was out with my brother and sister. Some guys passed by us, there one of the boy touched my butt. I informed this to my brother and my brother informed the police. Then the police made him to sorry.",no_city
5886,"Two year ago, I went to my village in my sister wedding the one of my relative touched me wherever he like. At that time I was not aware of sexual harassment. I didn't know what to say so I remained silent.",no_city
5887,When I was walking suddenly one man grabbed my hand. I slapped him back.,Kathmandu
5888,"I was in the bus. There was boy who sat next to me at first he asked me which place is this? The suddenly he held my hand and asked time, I was shocked and scolded him.",Kathmandu
5889,I was touched on my back. The bus was packed with many people so I didn't know who did it.,Kathmandu
5890,I was followed by some boys while returning from the college. The passage was quite. It sacred me as they started giving me voice too. I walked fast and went to the area where there were many people. Then they stopped following me.,Kathmandu
5891,"When I was visiting my maternal uncle's house, there were group of boys near Swayambhu who teased me with catcalls and whistling.",Kathmandu
5892,"When I was going to school I took a micro bus where I found was trying to snap picture of me, I was so uncomfortable that I covered my face with mask",Kathmandu
5893,While I was going from Baghbazar to Samkhusi in the public bus the man sitting with me tried to touch my body pretending as if he was taking out his purse.,Kathmandu
5894,The incident took place when I was in school. Boys in my class used to tease me calling unnecessary name.,Kathmandu
5895,I was going to my school in micro bus(public vehicle). One boy tried to touch my back then I moved a bit far from him.,Kathmandu
5896,I was sexually harassed by a man.,Mumbai
5897,My friends were being teased at by a group of boys,no_city
5898,2-3 men cat-called me and whistled while i passed on my way home from classes.,Mumbai
5899,A friend's chain was snatched while she was on the street.,Mumbai
5900,A man made discomforting expressions and touched me indecently in the local trains.,Mumbai
5901,A friend was harassed in public,Mumbai
5902,A man spanked me in Aquamagica in a way no one saw.,no_city
5903,"A man tried to touch a girl in the bus, she was visibly uncomfortable",Mumbai
5904,A drunk man kept trying to touch a girl inappropriately in the bus,Mumbai
5905,I was harassed in the train,Mumbai
5906,I was groped in the train,Mumbai
5907,A man snatched my chain in the train.,Mumbai
5908,A man was commenting on my dressing.,Mumbai
5909,A man tried to sexually assault me,Kolkata
5910,I was harrassed with regard to my sexuality,Mumbai
5911,I was buying a pair of shoes and there was a man standing next to me who was staring at me continuously from head to toe and whistling a cheap song.,Lucknow
5912,I was in a public space when i saw a man doing offensive actions.,no_city
5913,I had gone on a walk in the evening and was listening music.Soon I saw a boy following me. I saw him again for next 3 days but then I took my brother along with me and he never came back.,Mumbai
5914,A man riding a bike came and spanked me on my butt and went off,no_city
5915,I was at NAhargargh Fort in Jaipur where a guy was winking at me and smiling for no reason which made me feel awkward.,Jaipur
5916,I was waiting for my friend to come back from a shop. Soon a man started doing something unusual and was literally making me feel uncomfortable.,no_city
5917,I was alone that day sitting near marine drive and 2 boys came beside me and started commenting abruptly on me.,Mumbai
5918,I was travelling in a public transport in which 2 boys sitting in front of me were constantly staring me and whistling. Nobody around did anything,no_city
5919,I was with my friends and a guy came and touched my breasts and went off,Ahmedabad
5920,"IN THE TITAN SHOWROOM, I WAS LOOKING AT THE WATCH COLLECTION. SOON I NOTICED THAT 3-4 STAFF MEMBERS WERE STARING AT ME. I ALSO STARTED STARING AT THEM. AFTER SOME TIME, THEY STOPPED STARING AT ME AND WENT SOME WHERE ELSE.",Indore
5921,"WHEN I WAS STANDING AT THE BUS STOP, A STRANGER CAME AND COMMENTED ON MY DRESSING SENSE. AFTER THAT HE WENT AHEAD STOPPED AND STARTED STARING AT ME IN A BAD WAY. I WENT AWAY A LITTLE AND TRIED TO HIDE MYSELF.",Mumbai
5922,I WAS GOING TO A SHOP TO BUY SOME STUFF. ON MY WAY A GUY STARTED FOLLOWING ME. I TRIED TO STOP HIM BUT HE FOLLOWED. THEN HE CAME FORWARD AND TOOK ONE PICTURE OF MINE.,no_city
5923,testing,no_city
5924,testing,no_city
5925,i was standing alone all of the sudden a guy on the bike started commenting i ignored he started roaming and commenting,Mumbai
5926,i with my friends were playing on the ground suddenly some boys from outside came in our society and started teasing and commenting.,Mumbai
5927,bikers came and commented and abused me,Delhi
5928,it was a iv trip by college in Rajasthan. the head of the department touched me inappropriately.,Jaipur
5929,i was coming back after visiting a friends place near dana paani beech few boys started whistling singing songs which made me highly uncomfortable,Mumbai
5930,i was walking suddenly two three men on the bike commented on me,Mumbai
5931,Many people around stare whistles hoots directly looking towards girls irrespective of the appearance or dress style. In crowded buses also indecent way of behavior and touching.,Kolkata
5932,I WAS STANDING THERE WITH MY FRIENDS AND WE WERE EATING ICE CREAM. A GROUP OF BOYS CAME AND PASSED BY US. THEY WENT A LITTLE FAR AND STOPPED. THEN ALL OF THEM STARTED STARING AT US. AFTER A FEW MINUTES WE ALL LEFT THE PLACE.,Indore
5933,I WAS WITH MY FRIENDS AND WE WERE EATING ICE-CREAM THERE. A GROUP OF BOYS PASSED US AND WENT A LITTLE FAR AND STARTED STARING AT US. AFTER A FEW MINUTES WE LEFT THE PLACE.,Indore
5934,we met three men while going to our friends funeral they were armed with pangas then they took all our money and forced us to have sex with them and left us there.,Nairobi
5935,I was travelling from my office to home late one night as I am a journalist. Two men started following me when I was riding my bike. They followed me till I reached home. They were commenting on me in indecent manner,Goa
5936,Early morning I was waiting at Althino bus stand to catch a bus to Panjim bus stand. One man started commenting on my body using indecent words. He stood next to me and started playing porn videos on his mobile and commenting on it.,Goa
5937,One man dressed in a military uniform started following me from Panjim bus stand till Patto SBI ATM. He was passing comments and his facial expressions were weird and scary.,Goa
5938,I was travelling from Ponda to Panjim. While I was talking on the phone someone tried to touch me. When I tried to see him he was not there still I waited near the door of the bus after getting off to catch him but I could not find him.,Goa
5939,"My friend and I were walking down the road when two guys on a bike slowed down next to us, grabbed my friend's breasts and sped off. We did not even get the time to react or complain. It was a crowded space and yet they dared to do it.",no_city
5940,someone was following me,Mumbai
5941,Was followed,Mumbai
5942,"Been touched, whistled at and followed",Mumbai
5943,I was touched at Andheri Station,Mumbai
5944,I was followed by someone,Mumbai
5945,Someone was stalking me,Shivaji_Nagar
5946,facial expression,Mumbai
5947,as i was walking down the street a man came up to me ans asked me for a one night stand. those words made me numb. i was clueless. as he approached me again i pushed him hard and ran. i kept running till i reached to public area.,Mumbai
5948,a man tried to touch me inappropriately on the road. i looked at him and said what and he didnt react to it. i went away.,Mumbai
5949,"i was standing on the platform waiting for the train. i noticed a guy staring at me. next day again he was there staring at me. this went on around for a week. and then he came to me and asked me for my name,college name,address.i ignored him,but he was still asking and followed me. i got angry and warned him that if he bothers or follows me again i will lodge a complaint against him and after tht he never followed me.",Dombivli
5950,"when i was travelling back home by bus from college, there was a man that took the seat next to me. at first i didnt realize that anything was wrong but then he started sticking to me and even put his hand on my thigh. that was when i got up and took another seat.",Goa
5951,i was on my way to college travelling in a bus in pune. a man was making facial expressions towards me and tried holding my hand.i was confused and i walked away as the next stop was mine.,Pune
5952,i was walking upstairs on the bridge in dadar station when a man aged 20-25 touched my back and felt me. i turned around and slapped him.,Mumbai
5953,6 people on 2 bikes(3 on 1  bike) saw me and my friend and said something really bad and were shouting and commenting on us.i dont know the place well and do not wish to go there again but there was a bata shop and a cinema with dirty pictures in the area.,Mumbai
5954,i was walking on the street and these 2 guys on a cycle ride passed. one of them whistles and the other starts singing a song. i was with my cousin sister walking on the road.,Mumbai
5955,I was going to the market when 2 men passed comments saying &quot;hey baby&quot;,Nairobi
5956,Was touched by group of men while boarding the bus,no_city
5957,Was sexually harrased by bunch of men when getting into the bus,no_city
5958,When I went to gateway of India. There was a crowd there as usual. I felt some negative vibes from the crowd at the back.  And a man passed through me pushing me by the shoulder. I thought that it could be avoided and was done purposely.,no_city
5959,A man snatched my friends's chain while we were walking on the road.,Mumbai
5960,A drunk came up to a friend and I while we were on our way to college and started commenting inppropriately,Mumbai
5961,A man showed me his private place while he was on a scooter and then acted as though nothing happened.,Mumbai
5962,The taxi driver tried to feel me by telling me there was a bug on my shirt.,Mumbai
5963,A man came up to me and touched my breasts while i was drinking water and immediately walked off so that i could not see his face,Mumbai
5964,A man was taking pictures of me while i was on my way to college,no_city
5965,Once a guy caught hold of my hand while i was walking in the evening. i have also encountered a lot of comments and catcalls,Mumbai
5966,"I was walking on this street at about 11pm returning from a friend's house. While looking for an auto, this man on a bike stopped next to me. At first I ignored it, but he followed me again and stopped next to me and said &quot;Chal mere sath, paise dunga&quot;. He wanted me to sleep with him for money. I felt dumbstruck and angry and yelled at him, after which he drove away.",Mumbai
5967,two men catcalled at a few of my friends. we ignored them and walked ahead but they followed us to a certain distance before going away.,Delhi
5968,a good friend of mine was followed from the metro station to her PG in malkaganj by a guy on the riksha. she did not confront him but it scared her,Delhi
5969,"a man in his mid 20's came running towards a girl on the crowded street of dev nagar market. He pressed her breasts and ran away. We were too stunned to react, by the time we could do something, the guy had fled.",Delhi
5970,"i was shopping in sadar bazaar with my sister in law. A muslim man by appearance accompanied by a child, slapped my rear. i had a bat in my hand and i hit him with it. The man made excuses saying the kid did it by mistake, lying to my face. I confronted him and shouted. He left right after, my sister in law stopped me from pursuing it further.",Delhi
5971,"i was on my scooty and was returning home from work. on a red light near my office, a ragpicker approached me, he made indecent gestures first and then flashed. he also had a blade in his mouth. As soon as the light turned green, I just sped my scooter away. I was scared and disgusted by this.",Delhi
5972,"One woman in her 40's, status single, sexually harassed by her driver. She complained to police but they refused to write an FIR. After showing evidence of mobile and and influence of a political party, FIR was done by police.",Mumbai
5973,"My friend came home and noticing that no one is around, he tried to forcefully kiss me and touch me inappropriately.",Mumbai
5974,A family member has harrassed me multiple times.,Mumbai
5975,"At a dinner meeting, my uncle called me to his room and touched me inappropriately, I fled from there.",Mumbai
5976,The watchman of my society keeps giving me and many other girls glares and stares at them inappropriately.,Mumbai
5977,"In a crowded street a man groped my chest twice and when he attempted the third time, I punched his stomach and ran away.",Mumbai
5978,A bunch of men commented and touched me and my friend.,Mumbai
5979,My friend and I were teased at by a bunch of men,Mumbai
5980,Moira to Coutorim road,Goa
5981,One man tried to touch me in the bus,Goa
5982,My auto driver kept staring at me and when i asked him to look ahead he asked me if i wanted to get off on a farther road. I left that auto immediately.,Mumbai
